 Sum of Invoice Nett Amount ,
 Supplier Name , Total
 16 Plus Independent Living Project ,3562.12
 198 Contemporary Arts & Learning Ltd ,26939.00
 2 Care Ltd ,12214.28
 22 Design Ltd ,1940.00
 229 Mitcham Lane Ltd ,33658.52
 2nd Step Nursery & Pre-School ,2596.67
 4Children Trading Ltd ,23073.75
 A & R Associates ,620.00
 A*Transport Ltd. ,19618.50
 A4e Ltd ,6800.00
 ABBA/Mechatronics ,23230.16
 Abbeyfield Dorcas Society ,806.36
 Abbeyfield Society Ltd ,1316.72
 Abbeyfield Stangrove Lodge ,1986.56
 Abbeyfield The Dynes ,1780.00
 ABC Consultants ,1440.00
 Abi McHugh de Clare ,1600.00
 Accero UK Ltd ,30895.00
 Access Garage Doors Ltd ,802.00
 Access Mobility Transport Ltd ,6284.00
 Accora ,1295.00
 Acorn Residential Home ,17813.20
 Acorn Village ,3706.52
 Action For Blind People ,1058.40
 Action For Children Services Ltd. ,139913.28
 Acts Cleaning Services Ltd ,845.00
 Acumension Ltd ,2122.80
 Addington House Ltd ,6485.07
 Addlestone Lodge ,1325.64
 Adminland Ltd ,12445.76
 Adoption Uk ,665.00
 Adrian Jenkins ,1000.00
 Advocacy Partners Speaking Up ,90289.00
 Age Concern Lambeth ,16835.80
 AIM Project ,1550.00
 Aitch Care Homes Ltd ,5662.86
 Albany Lodge Nursing Home ,7548.02
 Alcohol Recovery Project ,41164.16
 Alexander Family Nursing Home ,4037.88
 All About Care ,1322.80
 Allied Care Ltd ,7540.68
 Allied Healthcare (Uk) Ltd ,474683.13
 Allied Supported Living Ltd ,12746.48
 Alphatrack Systems Ltd ,37521.43
 Amazea Ltd ,2650.50
 Amber Care (East Anglia) Ltd ,11107.76
 Amber Construction Services Limited ,17839.45
 Amberol Limited ,1665.00
 AME Disability Consultants Ltd ,1540.00
 AmicusHorizon Ltd ,11233.52
 Anchor Trust ,2923.52
 Angles Guest House ,840.00
 Anglo Spanish Nursery ,16359.00
 Ann Austin ,1240.00
 Anna House ,2499.98
 Anthony Gold Lerman & Muirhead ,15200.00
 Apollo Property Services Group Ld ,137569.18
 Appleyards DWB ,26055.96
 Aquajoy Bathlifts Ltd ,4125.00
 Aquaneed Ltd ,6000.00
 Aquarius Group ,977.72
 Architectural Decorators Ltd ,7983.00
 AR-create Ltd. ,8034.38
 Ark On The Park ,3428.28
 Arlington House Residential Home ,845.80
 ARVAL PHH ,16752.90
 Ascendit Lifts Ltd ,2675.00
"Ashbourne Homes Ltd, Broome End care Centre",932.56
 Ashbrook House Ltd ,6669.60
 Ashchurch House Ltd ,4944.24
 Ashcroft Care Services ,13872.06
 Ashdene House Ltd ,5502.00
 Ashfords ,24656.50
 Ashgate House ,4430.72
 Ashmill Residential Care Home Ltd ,2715.40
 Ashmount Care Home with Nursing ,735.68
 Ashton Lodge ,1158.80
 Ashvale Landscape Supplies ,551.80
 Askews Library Services Ltd ,594.92
 Aspect Construction ,23684.00
 Asphaltic Limited ,40020.04
 Asquith Court Pre-School - 1 ,3167.93
 Asquith Court Pre-School(2) ,2726.50
 ASRA Greater London Housing Association Ltd ,10847.20
 Assessment and Qualifications Alliance ,2618.10
 Assisi Community Care ,1301.91
 Astra Homes Ltd ,84516.07
 Atkins Ltd ,6415.00
 Atlas Healthcare Ltd ,7094.80
 Automotive Leasing Limited ,6531.85
 Autumn Lodge Care Home ,1275.80
 AVA (against Viloence & Abuse) ,12190.00
 Avens Ltd ,12916.32
 Avocent Software Limited ,29491.58
 AWICS ,520.00
 Axcis Education Recruitment ,3900.00
 Ayerst Environmental Ltd ,2100.00
 BAAF ,2066.90
 Baby Room ,9245.83
 Back Care Solutions Ltd. ,1402.75
 Bailey Simpson & Associates ,6111.92
 Baily Garner ,44022.99
 Banya Family Placement Agency ,43939.60
 Barchester Healthcare Homes Ltd ,15306.32
 Barlow Lyde & Gilbert ,3850.00
 Barnardo Services Ltd ,41271.00
 Basis Ltd ,5350.00
 Bates Zambelli Limited ,2000.00
 Be My Family Fostering Agency Ltd ,27519.96
 Beach Communications Ltd ,44122.07
 Beacon Care Ltd ,10688.95
 Beacon House Nursing Home ,3706.44
 Beckenham Management Services Ltd ,6300.00
 Beckett Corporation Ltd ,3840.00
 Beech Care Ltd ,3465.74
 Belshaw Curtin Sols ,27500.00
 Benecare Education & Residential Child Care ,14000.00
 Berridge Road Estate Resource Centre ,2500.00
 Bertram Library Services ,574.76
 Beverley Grange Nursing Home ,1129.96
 BHHI ,57450.92
 BIFFA Waste Servicess Ltd ,1207.44
 Big D Furniture Ltd ,8774.00
 Bishop Lloyd & Jackson ,1458.33
 Blackford Education (Exmoor) Ltd Trading as Libra ,165236.34
 Blake House ,3044.56
 Blakedown Landscapes (SE) Ltd ,78210.00
 Blakedown Sport & Play Ltd ,5907.06
 Blanchworth Care ,1111.76
 Blazie ,12327.00
 Blizz Hotels ,54835.17
 Blocklin House Ltd ,10445.23
 BME Solutions Ltd ,2900.00
 Bob Welch Associates ,902.90
 Bookscan Library Services ,1228.24
 Bourne Housing Society Ltd ,1617.44
 Bournemouth University ,4250.00
 BPP Holdings PLC ,2412.15
 Brain Injury Rehabilitation Trust ,7894.04
 Brambles Respite Care Hotel ,678.85
 Brathay Hall Ambleside ,53750.00
 Breyer Group Plc ,1267801.86
 Bright Futures Day Nursery ,8439.17
 British Gas ,6147.50
 British Gas Business ,308747.16
 British Gas Services Ltd ,63642.94
 British Red Cross Society ,3000.00
 British Telecommunications Plc ,493078.41
 Brixton Advice Centre ,750.00
 Broadway ,7491.44
